target,feature_1,feature_2,feature_3,feature_4,feature_5,spectator_1,spectator_2
0,1.11092647164,0.0592537481191,-1.225863623,-1.25908398043,-3.16515566893,0.557775,0.7437
0,1.20773294871,-1.15144307848,0.776845379156,1.1926665268,0.914127222113,0.381225,0.61475
0,2.43358802191,0.090613128268,0.160547255319,0.13786134608,-0.961501642547,0.5682,0.3563
0,1.27136170414,-0.692218695088,0.454526392947,0.434672723366,1.50198880523,0.028275,0.29095
0,3.21597976079,0.0771553012917,1.45110724291,1.49066298053,0.258073737034,0.362825,0.285875
0,1.16888491998,-0.336093977236,0.102323377666,0.057684425108,1.09698030893,0.0771,0.18125
0,0.844124210709,-0.0176726492208,-0.12370355096,-0.178984337458,1.84905410869,0.181925,0.697525
0,0.625946550588,-1.06207860937,1.20747309623,1.23535073305,-0.572918319585,0.199775,0.34405
0,1.75476215181,-0.622596061504,-0.198760622563,-0.279384193616,-0.0699920340454,0.140075,0.3498
0,1.24508638014,0.692616902688,0.454526392947,0.434672723366,0.0887884965569,0.292625,0.04575
0,0.852926617216,-0.113921527734,0.942180960475,1.47821589781,-2.22397687728,0.411875,0.795175
0,-0.869909250054,-1.64582399803,2.25553129862,2.79749853981,-1.40154888474,0.645575,0.566075
0,1.52825192956,-1.29825419693,0.0603209708917,0.00664261377758,0.019176881628,0.0417,0.107975
0,0.312777119264,0.244879157947,-0.260860612613,-0.343064416436,2.03104923868,0.1028,0.357375
0,1.19202867966,-1.12733705777,-0.416765417303,-0.519589095455,-1.62693925377,0.779175,0.872525
0,1.32778240861,0.255936331744,0.170330787626,-0.0743900824465,-1.81385533962,0.456875,0.67945
0,-1.34275907199,-1.42953681993,-0.192628401884,-0.272418824494,-0.0241286381856,0.6391,0.352675
0,-0.0352254106914,-1.92603503003,2.22920903001,2.17808109229,-0.312908736356,0.677575,0.4126
0,2.04708234634,-2.27095008153,1.36278588777,1.39571611356,0.365417205263,0.467425,0.29105
0,-0.793648653292,-1.50140825527,1.10363846162,1.12532816251,-0.330463192498,0.330775,0.327125
0,2.27095008153,0.072253713053,1.93614454611,1.95570428223,-0.133876794986,0.660825,0.315625
0,1.40540796367,-0.857443187511,0.454526392947,0.434672723366,0.841621233573,0.01615,0.254625
0,-0.59200087868,-1.57981167991,-0.107742444023,-0.2483675997,-0.561289791006,0.4571,0.4699
0,-0.500461725374,-0.515576824832,0.454526392947,0.434672723366,-0.105410606732,0.297875,0.02705
0,1.15400041204,0.419911645631,-0.278993256388,-0.376157243213,0.722235013309,0.33915,0.6134
0,0.419090490862,-1.51410188762,0.48835275524,0.481234279733,0.136090168019,0.267425,0.215475
0,2.03799932877,0.309685671444,-0.209510166209,-0.293421491731,0.113606165041,0.75275,0.461725
0,0.527494838245,-0.0483340729372,0.0440055247772,-0.0125961401618,-0.226451855965,0.143075,0.502175
0,0.893293533541,-0.238169025508,0.521813771762,0.977139691495,-0.811462708504,0.679125,0.9498
0,0.387008385539,0.916032212232,0.12559818467,0.0875303024329,1.35804312666,0.065625,0.184125
0,2.12185400389,0.175928646102,0.0651557407164,0.0124081283481,0.729411475999,0.125725,0.281275
0,1.83571377222,-0.900319963641,0.859436027708,0.880478772041,0.132043354521,0.4746,0.141575
0,2.10432622443,0.163849020926,1.37865872862,1.41301946806,-0.475823677349,0.50545,0.2657
0,2.1382063406,-1.99264804726,0.879555785489,0.904274244883,1.37429538009,0.369,0.116975
0,0.290282664354,-0.0371066120592,0.454526392947,0.434672723366,0.331389890662,0.023475,0.16465
0,1.75827928835,-0.637191674504,-0.708636628433,-0.568788028348,-0.919373969161,0.72355,0.923925
0,-0.0198036577426,0.00426128096326,0.166961934898,0.146787185002,0.352184367248,0.34635,0.087075
0,1.09961477882,-0.438394959095,0.454526392947,0.434672723366,0.958322820315,0.0263,0.2526
0,0.1166972116,-1.53087616906,-0.588718687172,-0.661487076194,-0.0203677628904,0.544525,0.555775
0,1.8187472465,0.178347598207,0.78083422793,0.801486597453,-0.396481300576,0.044125,0.133275
0,1.57481133177,-0.650375033861,0.537242670621,0.518585245879,0.717930728323,0.356175,0.462675
0,1.41047321503,-0.776591191628,0.850854828711,1.84836194521,-1.10768009215,0.443425,0.718575
0,0.430887737649,0.123892994237,-0.13691244726,-0.259499328578,-0.912985818784,0.475875,0.500325
0,-0.615082861156,0.0124081283481,2.45216381405,2.32447593301,-0.435223784582,0.7406,0.56525
0,0.995794506511,-0.124019292226,0.454526392947,0.434672723366,1.11757160901,0.041225,0.0153
0,1.85044109926,-1.66682101618,0.159214347982,0.136532922294,-0.160229870645,0.329025,0.151975
0,0.444266387087,-0.582915775861,0.454526392947,0.434672723366,0.315278773605,0.184875,0.0585
0,0.617659218205,-0.822926134077,1.05221700357,0.716714948942,-1.71935363079,0.681925,0.90545
0,2.0481020612,0.14260772016,1.42329726329,1.46032781895,-0.49068395003,0.421525,0.33095
0,1.018058828,-1.1313685569,1.32220468931,1.35380060692,0.140075927658,0.5752,0.201975
0,-0.785347249378,-1.34616285951,1.12674573417,1.1496210121,-0.181595730127,0.430275,0.230625
0,-0.825302276001,-0.640034762013,1.18948212723,1.10571475859,0.635503629984,0.61065,0.577125
0,2.03203611452,-0.497551777176,-1.14381588651,-0.779559843816,-1.22519966681,0.81825,0.8523
0,0.0562407734888,-0.484966653642,1.23106113506,1.89193231163,-0.010089349977,0.67965,0.681125
0,-0.192436887856,-1.16727334359,1.00416311016,1.02587607773,0.532687385094,0.3472,0.23675
